email,mcNumber,phone,url
"WWW.JCOOK3466@AOL.COM","MC-488411","(617) 265-1900","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488411"
"DISPATCH@NEWERALOG.NET","MC-488413","(484) 660-3202","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488413"
"SLEEP9404@YAHOO.COM","MC-488414","(602) 920-1467","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488414"
"BINDERLPCA2413@GMAIL.COM","MC-488415","(701) 475-2747","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488415"
"NICK@BOUGALISCONSTRUCTIONINC.COM","MC-488438","(218) 362-8415","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488438"
"","MC-488443","(623) 374-4865","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488443"
"JCAFFERTY@WARNERT.COM","MC-488446","(320) 251-9100","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488446"
"MY1965ROCKS@AOL.COM","MC-488448","(517) 423-1079","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488448"
"","MC-488449","(720) 210-7904","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488449"
"VTSFMCSA@VITESSETRANSPORT.COM","MC-488450","(514) 631-2777","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488450"
"VILLANUEVATRUCKING@AOL.COM","MC-488455","(575) 626-6494","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488455"
"TNIJJER@GMAIL.COM","MC-488461","(559) 289-1798","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488461"
"TOW99@SBCGLOBAL.NET","MC-488462","(915) 587-9700","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488462"
"MKROADRUNNER@AOL.COM","MC-488463","(517) 375-2315","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488463"
"","MC-488465","(305) 592-8854","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488465"
"","MC-488491","(262) 833-0398","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488491"
"JADLETA@PLANESCOMPANIES.COM","MC-488492","(513) 759-5900","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=488492"
