email,mcNumber,phone,url
"DOUGM@ELITETRANSPORTATIONSYS.COM","MC-482708","(763) 785-0124","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482708"
"TGHAN10@GMAIL.COM","MC-482712","(605) 731-6515","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482712"
"F8T9@YAHOO.COM","MC-482717","(912) 441-5946","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482717"
"TSULLIVAN@KSTTRANSPORT.NET","MC-482727","(804) 966-7600","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482727"
"HRTPAINT9@AOL.COM","MC-482742","(719) 269-3431","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482742"
"VALERIE.CECALA@GMAIL.COM","MC-482745","(973) 887-1122","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482745"
"TCONNOR@PORTWATCH.COM","MC-482749","(843) 513-2431","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482749"
"BPESOLA@DURAVENTGROUP.COM","MC-482750","(616) 401-0560","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482750"
"ELEAHU@YAHOO.COM","MC-482752","(360) 260-7901","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482752"
"JAMMEULENERS@GMAIL.COM","MC-482763","(952) 955-2830","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482763"
"LEEANNEB@PINDERTRANSPORT.COM","MC-482775","(317) 862-7770","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482775"
"","MC-482782","(701) 430-0301","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482782"
"JMI@CPOMAIL.NET","MC-482792","(870) 238-8493","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482792"
"TRUCKINGHHOFFICE@GMAIL.COM","MC-482795","(509) 954-1901","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=482795"
