email,mcNumber,phone,url
"DALANATURNER@GMAIL.COM","MC-490308","(704) 267-8133","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490308"
"MIKE@RIOGRANDECARTAGE.COM","MC-490310","(956) 722-4855","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490310"
"LUKEJUNGE@YAHOO.COM","MC-490313","(507) 259-4556","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490313"
"REY9KING1984@YAHOO.COM","MC-490321","(239) 352-6868","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490321"
"SCHAFFERSTOWING@FUSE.NET","MC-490336","(513) 574-9518","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490336"
"TPERROTT24@LIVE.COM","MC-490346","(812) 887-4715","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490346"
"AXTRUCKING2@GMAIL.COM","MC-490350","(574) 642-4742","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490350"
"HANDLEYTAYLOR.HT@GMAIL.COM","MC-490355","(229) 224-2675","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490355"
"TABOSOL1@MSN.COM","MC-490361","(206) 730-2655","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490361"
"TEXASMOVER@HOTMAIL.COM","MC-490364","(956) 350-6168","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490364"
"","MC-490367","(408) 623-0998","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490367"
"","MC-490369","(505) 681-6661","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490369"
"RLSTRUCKINGINC@YAHOO.COM","MC-490370","(816) 921-1230","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490370"
"","MC-490371","(425) 876-2790","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490371"
"DJUAN_36@YAHOO.COM","MC-490378","(901) 620-8886","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490378"
"DOTTOES@ARROWMOVING.NET","MC-490379","(210) 359-1333","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490379"
"JACKIE@MARTTRANSPORT.COM","MC-490381","(435) 882-5096","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490381"
"JTRUIZ@AMERITECH.NET","MC-490385","(815) 464-3440","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490385"
"TIMEISLLC@AOL.COM","MC-490391","(919) 426-3471","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490391"
"JEFFJDN@CENTURYTEL.NET","MC-490399","(608) 779-1297","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=490399"
