email,mcNumber,phone,url
"DM.LOGISTICS@YAHOO.COM","MC-487307","(720) 839-9934","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487307"
"CURTBURR0W5@YAHOO.COM","MC-487308","(918) 440-9132","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487308"
"B3TRUCKING@YAHOO.COM","MC-487325","(641) 349-8496","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487325"
"AMORENO@SKYLINESTEELINCAZ.COM","MC-487330","(480) 926-0122","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487330"
"GUZMANANA2017@HOTMAIL.COM","MC-487331","(956) 227-6504","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487331"
"RFEY@STUDENT-TRANSIT.COM","MC-487334","(715) 839-5116","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487334"
"SAMUELGARCIA0820@ICLOUD.COM","MC-487336","(714) 801-0071","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487336"
"AFUCCI@SHIPAAEXPRESS.COM","MC-487337","(731) 256-2389","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487337"
"WILLANDSHARONPACHECO@YAHOO.COM","MC-487342","(970) 326-8912","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487342"
"","MC-487344","(949) 837-8736","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487344"
"","MC-487348","(806) 293-2712","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487348"
"CASTLEMOUNTAINTRANSPORT@GMAIL.COM","MC-487349","(406) 547-2413","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487349"
"DS.TRANSPORT1350@GMAIL.COM","MC-487356","(909) 255-4602","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487356"
"DEEDEE@TITR.BIZ","MC-487368","(479) 648-3066","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487368"
"SAFETY@DIRECTO-EXPRESS.COM","MC-487371","(956) 419-2083","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487371"
"JOSECAMBEROSAMF@GMAIL.COM","MC-487372","(760) 917-0392","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487372"
"FINLEYLOGISTICS@HOTMAIL.COM","MC-487375","(817) 727-3640","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487375"
"EPRIETO@AMERICANHOME.COM","MC-487378","(505) 761-3285","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487378"
"TIMCAMPBELL6090@GMAIL.COM","MC-487384","(931) 510-4965","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487384"
"TRANSPORTLOMA@HOTMAIL.COM","","(656) 327-6276","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487394"
"GCARIELO@EP-IMEX.COM","","(956) 722-2111","https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=487395"
